stay_id,begin_of_stay,end_of_stay,persons,room_type,total_price
543,2021-11-04,2021-11-07,1,Single,442.16
544,2022-01-08,2022-01-12,2,Single,296.9
545,2017-04-13,2017-04-25,1,Double,3319.71
546,2023-03-11,2023-03-23,3,Family,6299.93
547,2015-01-24,2015-02-02,3,Family,2436.81
548,2018-03-20,2018-03-27,2,Double,2311.09
549,2019-09-03,2019-09-16,2,Double,4449.4
550,2020-12-24,2020-12-27,1,Double,505.26
551,2019-06-07,2019-06-17,2,Double,3459.12
552,2023-10-08,2023-10-11,2,Double,988.79
553,2020-10-19,2020-10-28,2,Double,2468.32
554,2017-08-06,2017-08-07,1,Double,370.6
555,2018-12-31,2019-01-04,2,Double,765.13
556,2021-09-02,2021-09-16,1,Single,1787.8
557,2020-05-26,2020-05-31,2,Double,1597.72
558,2022-12-16,2022-12-18,1,Single,249.38
559,2023-03-10,2023-03-11,4,Single,191.34
560,2019-11-29,2019-11-30,4,Family,380.44
561,2016-12-24,2017-01-03,4,Single,866.92
562,2021-07-25,2021-07-27,2,Double,1127.9
563,2018-10-31,2018-11-05,1,Single,1018.25
564,2023-05-06,2023-05-07,2,Single,110.82
565,2016-01-01,2016-01-11,2,Double,1268.07
566,2015-08-13,2015-08-15,4,Single,438.27
567,2023-12-21,2024-01-04,4,Family,4111.75
568,2023-09-30,2023-10-07,2,Single,1351.17
569,2016-11-04,2016-11-12,4,Family,3353.54
570,2021-03-11,2021-03-18,2,Single,884.95
571,2022-07-24,2022-07-27,4,Single,637.29
572,2015-01-15,2015-01-24,3,Family,2545.35
573,2020-07-20,2020-08-01,2,Double,4092.0
574,2022-07-20,2022-07-29,1,Double,3349.44
575,2018-12-07,2018-12-16,3,Single,1233.94
576,2015-07-27,2015-08-07,4,Family,6165.84
577,2022-11-15,2022-11-18,2,Double,694.27
578,2016-07-04,2016-07-16,4,Single,2288.83
579,2016-11-26,2016-12-04,2,Double,2120.11
580,2017-10-17,2017-10-28,3,Family,3011.05
581,2016-07-15,2016-07-25,2,Double,3928.63
582,2016-02-10,2016-02-14,2,Double,971.17
583,2018-03-10,2018-03-24,3,Single,1353.26
584,2019-09-09,2019-09-23,1,Single,4017.92
585,2018-03-13,2018-03-22,4,Family,3477.47
586,2020-11-19,2020-11-27,1,Single,1437.69
587,2021-04-04,2021-04-09,1,Double,1742.35
588,2023-11-09,2023-11-17,3,Family,4863.6
589,2019-12-12,2019-12-18,3,Single,285.09
590,2017-06-17,2017-07-01,4,Family,9656.52
591,2022-10-16,2022-10-18,2,Single,435.99
592,2020-06-01,2020-06-09,1,Single,1779.08
593,2023-06-25,2023-06-30,1,Single,1637.34
594,2023-07-20,2023-08-02,3,Single,4846.94
595,2021-10-22,2021-10-23,1,Double,237.88
596,2021-02-12,2021-02-18,4,Single,616.2
597,2021-03-23,2021-03-29,2,Single,709.66
598,2015-11-25,2015-11-30,2,Double,1249.77
599,2016-04-12,2016-04-26,2,Double,3870.84
600,2021-05-31,2021-06-14,3,Single,2628.42
601,2015-11-21,2015-11-27,2,Single,1065.02
602,2022-05-24,2022-05-28,3,Family,1754.8
603,2018-05-18,2018-05-27,4,Family,5232.39
604,2019-02-24,2019-02-25,2,Double,214.18
605,2020-09-19,2020-09-30,2,Single,1471.7
606,2022-02-26,2022-03-01,3,Family,1195.51
607,2021-01-23,2021-02-02,4,Family,3083.74
608,2016-08-03,2016-08-17,1,Single,2475.02
609,2016-06-14,2016-06-17,3,Family,1392.73
610,2023-03-19,2023-03-20,3,Single,154.69
611,2021-06-12,2021-06-17,3,Single,1488.43
612,2019-09-13,2019-09-16,4,Family,1026.57
613,2019-06-04,2019-06-14,4,Family,6329.48
614,2019-07-08,2019-07-18,4,Family,6754.1
615,2019-03-04,2019-03-15,4,Family,6486.57
616,2023-01-30,2023-02-07,4,Family,2444.01
617,2022-12-01,2022-12-07,4,Family,1889.82
618,2022-10-23,2022-11-04,1,Double,4172.23
619,2023-12-08,2023-12-20,3,Single,1991.19
620,2017-08-03,2017-08-08,4,Family,2738.24
621,2023-08-09,2023-08-11,3,Single,431.52
622,2016-02-18,2016-02-20,1,Single,170.02
623,2019-04-19,2019-04-20,2,Single,158.4
624,2015-07-18,2015-07-29,3,Family,6499.42
625,2016-06-11,2016-06-18,3,Single,2150.36
626,2017-12-14,2017-12-17,3,Family,893.71
627,2016-09-15,2016-09-29,2,Single,1830.7
628,2023-08-07,2023-08-20,2,Single,2523.08
629,2017-10-23,2017-11-01,2,Single,1927.85
630,2016-02-17,2016-02-26,4,Family,1989.49
631,2017-04-04,2017-04-06,1,Single,399.53
632,2020-10-31,2020-11-02,1,Single,557.24
633,2016-06-02,2016-06-15,1,Single,2627.12
634,2020-05-22,2020-06-03,3,Family,5667.56
635,2020-11-14,2020-11-19,3,Single,642.44
636,2023-06-19,2023-07-02,4,Family,8038.15
637,2016-03-17,2016-03-29,4,Family,4683.3
638,2017-01-27,2017-01-30,3,Family,873.3
639,2019-01-03,2019-01-16,4,Single,1126.05
640,2021-04-23,2021-05-05,2,Double,3733.46
641,2020-01-29,2020-02-08,4,Family,2093.42
642,2018-03-21,2018-03-26,4,Single,787.94
643,2018-02-20,2018-02-26,3,Single,534.81
644,2017-11-23,2017-11-25,4,Family,768.21
645,2018-02-10,2018-02-17,3,Single,549.22
646,2023-05-10,2023-05-23,4,Family,5597.47
647,2017-10-24,2017-10-27,3,Single,429.09
648,2017-12-08,2017-12-12,1,Double,492.44
649,2023-04-13,2023-04-24,4,Single,1537.39
650,2017-10-18,2017-10-26,2,Double,1604.92
651,2020-10-01,2020-10-09,1,Single,1003.39
652,2022-06-29,2022-07-05,1,Single,1361.53
653,2023-04-25,2023-05-09,3,Family,8248.98
654,2019-04-17,2019-04-25,2,Double,1851.07
655,2022-12-29,2023-01-04,3,Family,1778.56
656,2021-12-23,2021-12-27,1,Double,548.77
657,2020-04-30,2020-05-12,3,Single,2657.99
658,2019-02-03,2019-02-10,2,Single,755.85
659,2015-01-10,2015-01-14,3,Family,1346.19
660,2021-12-03,2021-12-14,1,Double,2112.12
661,2018-09-29,2018-10-09,1,Single,1793.43
662,2023-01-12,2023-01-13,2,Single,157.15
663,2016-12-24,2017-01-01,2,Single,1011.04
664,2015-06-03,2015-06-08,4,Family,2490.9
665,2018-04-04,2018-04-10,1,Double,1092.62
666,2016-12-30,2017-01-03,1,Double,730.05
667,2017-12-07,2017-12-09,4,Single,170.53
668,2021-12-06,2021-12-14,3,Single,692.13
669,2019-12-09,2019-12-15,1,Double,863.43
670,2018-08-28,2018-09-08,1,Single,3304.27
671,2020-03-10,2020-03-20,3,Single,1472.43
672,2020-10-02,2020-10-04,2,Single,481.02
673,2021-10-27,2021-11-05,1,Single,1811.56
674,2018-11-10,2018-11-11,2,Single,117.0
675,2018-06-13,2018-06-26,3,Single,2127.53
676,2017-05-13,2017-05-17,2,Single,606.33
677,2016-04-01,2016-04-09,1,Single,988.19
678,2016-10-25,2016-11-07,4,Single,1044.8
679,2021-11-01,2021-11-11,3,Single,1575.05
680,2021-06-01,2021-06-08,3,Single,2030.24
681,2020-09-08,2020-09-13,3,Family,2543.12
682,2020-02-11,2020-02-13,1,Single,142.44
683,2021-04-20,2021-04-29,1,Double,3016.2
684,2020-01-25,2020-01-27,3,Family,689.71
685,2023-11-09,2023-11-14,2,Double,1548.32
686,2018-08-19,2018-08-29,1,Double,3185.01
687,2017-03-09,2017-03-10,2,Double,265.78
688,2015-05-16,2015-05-30,4,Family,6039.16
689,2022-12-11,2022-12-17,4,Family,2731.1
690,2022-02-08,2022-02-11,3,Family,1165.57
691,2023-05-29,2023-06-10,2,Single,2814.77
692,2018-01-30,2018-02-11,2,Single,1605.02
693,2022-08-27,2022-09-07,3,Family,9169.0
694,2023-01-22,2023-01-24,3,Single,178.81
695,2016-03-25,2016-03-27,2,Double,370.07
696,2019-11-12,2019-11-24,1,Single,2310.51
697,2021-06-15,2021-06-22,2,Double,3949.8
698,2017-08-14,2017-08-27,1,Double,4192.63
699,2017-10-21,2017-11-02,1,Single,2052.26
700,2016-06-22,2016-07-05,3,Family,5503.15
701,2015-09-26,2015-10-04,3,Family,2179.58
702,2018-10-13,2018-10-19,3,Single,845.85
703,2015-01-23,2015-01-29,3,Single,764.12
704,2019-07-08,2019-07-15,4,Single,1268.5
705,2023-05-09,2023-05-16,4,Single,934.14
706,2021-06-30,2021-07-07,3,Single,2567.69
707,2015-09-08,2015-09-10,1,Single,231.9
708,2022-03-14,2022-03-24,4,Single,2504.31
709,2016-04-19,2016-04-28,3,Single,1576.48
710,2022-03-28,2022-04-10,4,Single,2785.87
711,2017-02-25,2017-03-08,2,Single,1309.97
712,2017-11-07,2017-11-08,3,Single,99.64
713,2017-05-24,2017-06-06,1,Double,2663.75
714,2019-10-20,2019-10-24,1,Double,1506.27
715,2018-06-25,2018-06-30,2,Double,1405.9
716,2018-02-07,2018-02-17,4,Single,957.88
717,2020-05-08,2020-05-12,4,Single,538.03
718,2023-01-06,2023-01-13,1,Single,1370.96
719,2016-10-11,2016-10-12,1,Single,174.69
720,2020-01-03,2020-01-08,1,Double,841.51
721,2018-07-14,2018-07-27,2,Double,5276.74
722,2022-01-26,2022-01-29,4,Family,808.22
723,2018-06-18,2018-06-26,3,Family,5215.22
724,2016-08-04,2016-08-17,3,Single,3067.96
725,2015-12-20,2015-12-25,2,Double,932.05
726,2022-12-10,2022-12-18,1,Single,1365.8
727,2016-07-30,2016-08-13,3,Family,7111.14
728,2017-09-08,2017-09-22,4,Single,2056.2
729,2023-10-27,2023-11-07,3,Family,4491.7
730,2021-07-05,2021-07-11,4,Single,1117.6
731,2018-05-01,2018-05-06,4,Single,990.21
732,2021-07-21,2021-08-02,4,Family,6194.28
733,2015-06-15,2015-06-16,3,Family,453.34
734,2015-11-18,2015-11-23,1,Single,609.8
735,2022-11-12,2022-11-22,4,Single,1142.3
736,2021-09-14,2021-09-26,3,Single,2067.85
737,2018-06-25,2018-07-08,2,Double,4493.96
738,2016-05-24,2016-05-27,4,Single,600.8
739,2017-12-08,2017-12-21,1,Single,1256.41
740,2016-11-26,2016-12-01,4,Single,600.93
741,2016-10-12,2016-10-25,4,Single,2397.3
742,2017-12-07,2017-12-17,4,Family,2977.83
743,2022-12-13,2022-12-17,4,Single,346.43
744,2018-08-17,2018-08-22,1,Double,1377.99
745,2021-05-14,2021-05-20,3,Single,1018.73
746,2018-01-18,2018-01-21,1,Single,361.69
747,2021-12-26,2021-12-28,1,Single,184.51
748,2017-09-28,2017-09-30,2,Double,669.5
749,2018-11-15,2018-11-19,4,Family,1304.61
750,2022-10-03,2022-10-10,2,Single,1290.2
751,2017-10-17,2017-10-22,2,Single,945.02
752,2022-09-17,2022-09-20,1,Double,1127.88
753,2016-04-15,2016-04-28,2,Single,2645.92
754,2015-12-03,2015-12-11,4,Single,1033.7
755,2023-05-23,2023-05-27,4,Family,2100.77
756,2021-07-13,2021-07-22,2,Double,4003.39
757,2023-09-14,2023-09-15,4,Family,672.4
758,2018-12-15,2018-12-22,1,Single,425.0
759,2018-06-02,2018-06-07,3,Single,1550.72
760,2020-11-14,2020-11-22,4,Single,1644.65
761,2023-07-13,2023-07-18,4,Family,2953.57
762,2019-04-19,2019-04-24,2,Single,739.49
763,2022-09-25,2022-09-30,4,Single,834.36
764,2015-10-01,2015-10-07,1,Double,1360.08
765,2022-05-14,2022-05-15,3,Family,537.33
766,2018-07-28,2018-08-01,3,Single,705.55
767,2017-05-16,2017-05-19,2,Double,694.56
768,2023-07-30,2023-08-12,1,Single,5163.3
769,2017-01-27,2017-01-31,1,Single,388.8
770,2022-10-26,2022-11-04,1,Single,1652.44
771,2016-05-08,2016-05-16,4,Family,2613.68
772,2020-06-18,2020-06-23,1,Double,1497.55
773,2021-03-03,2021-03-17,3,Family,6274.17
774,2021-03-23,2021-03-30,1,Single,970.56
775,2016-04-28,2016-05-12,4,Single,2044.96
776,2018-09-02,2018-09-12,1,Single,1793.87
777,2021-07-06,2021-07-15,2,Double,3867.83
778,2023-08-10,2023-08-20,4,Family,5898.54
779,2021-09-28,2021-10-07,3,Single,1688.98
780,2020-05-26,2020-06-03,1,Single,1325.05
781,2023-12-06,2023-12-11,3,Family,1443.78
782,2016-04-11,2016-04-12,2,Single,139.83
783,2019-09-19,2019-09-24,2,Single,599.37
784,2019-04-03,2019-04-13,4,Single,2005.86
785,2018-07-04,2018-07-17,3,Single,2551.09
786,2021-05-22,2021-05-27,3,Single,612.77
787,2016-12-21,2016-12-25,3,Single,384.85
788,2022-08-12,2022-08-23,1,Double,3530.4
789,2019-11-07,2019-11-13,4,Single,1071.44
790,2019-10-30,2019-11-13,1,Double,2475.98
791,2022-08-14,2022-08-19,2,Single,1329.66
792,2015-10-19,2015-10-23,4,Single,655.57
793,2020-01-06,2020-01-12,3,Single,983.83
794,2018-10-03,2018-10-09,2,Single,931.56
795,2022-12-10,2022-12-12,1,Double,480.41
796,2017-03-17,2017-03-25,2,Double,2609.43
797,2023-10-16,2023-10-30,3,Family,7866.91
798,2015-05-14,2015-05-25,2,Single,1504.57
799,2015-04-19,2015-04-27,3,Family,2627.71
800,2019-08-16,2019-08-23,2,Double,2832.87
801,2018-05-31,2018-06-10,4,Single,1445.55
802,2021-12-01,2021-12-04,4,Family,704.5
803,2020-02-29,2020-03-08,3,Single,936.43
804,2017-09-17,2017-09-30,4,Family,5744.87
805,2020-08-12,2020-08-26,3,Single,3159.21
806,2023-06-26,2023-07-10,4,Single,3846.25
807,2021-10-28,2021-11-10,3,Family,6401.85
808,2017-07-09,2017-07-14,1,Single,815.9
809,2023-05-09,2023-05-22,2,Double,4279.18
810,2020-05-25,2020-05-30,4,Single,1009.76
811,2015-09-09,2015-09-19,1,Double,3209.1
812,2018-06-28,2018-07-01,1,Double,1086.74
813,2021-07-06,2021-07-19,3,Family,6683.73
814,2018-09-09,2018-09-20,3,Single,1976.57
815,2018-08-25,2018-08-31,3,Family,2891.7
816,2018-05-31,2018-06-01,1,Single,227.06
817,2019-07-21,2019-07-22,1,Double,421.48
818,2017-08-20,2017-08-25,3,Single,1380.59
819,2021-03-09,2021-03-10,4,Single,156.93
820,2019-05-07,2019-05-15,4,Family,3719.83
821,2018-07-18,2018-07-26,4,Single,1291.52
822,2017-04-28,2017-05-05,4,Single,1240.79
823,2020-01-01,2020-01-07,1,Double,1237.43
824,2017-05-05,2017-05-10,1,Single,966.98
825,2016-12-18,2016-12-20,2,Double,390.93
826,2023-01-31,2023-02-06,3,Family,2159.83
827,2019-08-29,2019-09-07,2,Single,1473.48
828,2023-05-16,2023-05-18,3,Family,695.31
829,2020-04-28,2020-05-09,1,Single,1294.46
830,2017-02-09,2017-02-19,2,Double,1846.8
831,2015-10-26,2015-10-31,4,Single,845.99
832,2018-04-29,2018-05-05,3,Family,2116.85
833,2019-04-25,2019-04-28,3,Family,1036.71
834,2015-04-18,2015-04-26,1,Single,1172.54
835,2017-04-19,2017-04-30,3,Single,2262.05
836,2021-01-02,2021-01-07,4,Family,1751.25
837,2021-08-07,2021-08-18,1,Single,2289.35
838,2022-03-25,2022-04-05,3,Family,6022.53
839,2016-05-25,2016-06-01,2,Double,1100.82
840,2021-08-01,2021-08-14,3,Single,2794.82
841,2023-10-13,2023-10-23,4,Single,1389.72
842,2023-01-16,2023-01-30,2,Single,1453.05
843,2016-12-11,2016-12-22,2,Single,1009.44
844,2023-11-18,2023-12-02,2,Single,3219.3
845,2019-10-20,2019-10-24,3,Family,2060.14
846,2019-06-01,2019-06-15,2,Single,2334.74
847,2016-08-07,2016-08-21,2,Single,3416.82
848,2022-04-13,2022-04-18,4,Single,635.65
849,2021-12-31,2022-01-07,2,Single,813.14
850,2021-03-19,2021-03-28,3,Single,1334.52
851,2023-07-17,2023-07-27,1,Single,1643.59
852,2015-07-29,2015-08-06,2,Double,3242.01
853,2017-11-23,2017-12-04,3,Single,1787.89
854,2023-05-11,2023-05-22,1,Single,2337.61
855,2018-08-17,2018-08-22,3,Family,2447.44
856,2016-06-10,2016-06-16,2,Double,1614.87
857,2020-04-22,2020-04-29,1,Double,2307.03
858,2016-09-05,2016-09-07,4,Single,412.2
859,2023-04-14,2023-04-15,2,Single,232.24
860,2015-04-25,2015-05-05,4,Single,1076.1
861,2021-04-27,2021-04-28,4,Single,163.31
862,2021-09-16,2021-09-19,2,Double,988.47
863,2022-03-16,2022-03-28,4,Single,1848.73
864,2022-03-28,2022-03-30,3,Family,944.93
865,2015-09-13,2015-09-15,1,Double,415.71
866,2020-07-28,2020-08-04,1,Double,2509.9
867,2018-08-14,2018-08-28,4,Family,9571.62
868,2018-12-08,2018-12-15,1,Single,552.2
869,2021-06-25,2021-07-01,4,Single,1571.02
870,2017-08-02,2017-08-06,3,Family,2214.42
871,2016-09-15,2016-09-18,1,Double,480.75
872,2019-02-26,2019-03-09,4,Single,884.68
873,2018-09-25,2018-10-07,1,Double,3394.63
874,2017-02-16,2017-02-21,3,Single,369.12
875,2018-05-18,2018-05-22,2,Double,872.46
876,2015-12-27,2016-01-06,2,Single,1111.25
877,2021-02-20,2021-02-21,3,Family,343.06
878,2015-11-25,2015-12-03,4,Single,1150.93
879,2016-10-03,2016-10-15,2,Single,2761.59
880,2016-11-23,2016-12-01,3,Single,1436.99
881,2016-05-09,2016-05-11,4,Single,271.78
882,2015-04-29,2015-05-04,2,Single,999.22
883,2023-01-09,2023-01-16,1,Single,600.6
884,2016-02-12,2016-02-16,1,Double,564.98
885,2020-09-07,2020-09-15,2,Single,1888.05
886,2019-03-14,2019-03-22,1,Single,2062.95
887,2017-08-27,2017-08-31,1,Double,1369.85
888,2023-04-22,2023-05-02,2,Single,1971.94
889,2020-05-23,2020-05-24,3,Single,221.66
890,2023-05-02,2023-05-15,3,Single,3025.3
891,2017-03-05,2017-03-19,1,Single,1921.97
892,2023-08-04,2023-08-18,2,Double,5607.1
893,2018-08-18,2018-08-28,3,Family,6553.71
894,2017-06-06,2017-06-20,2,Single,3305.32
895,2021-12-29,2022-01-09,4,Family,3053.66
896,2021-08-10,2021-08-19,3,Single,1403.27
897,2019-10-29,2019-11-07,1,Double,2595.34
898,2018-07-15,2018-07-20,1,Double,1331.8
899,2016-09-08,2016-09-09,3,Family,413.32
900,2020-12-28,2021-01-06,3,Family,3081.23
901,2022-09-04,2022-09-11,4,Family,2892.02
902,2021-02-24,2021-03-05,1,Double,1758.62
903,2021-11-14,2021-11-19,3,Single,549.17
904,2016-08-08,2016-08-18,2,Single,1392.88
905,2018-04-27,2018-04-28,1,Single,122.04
906,2016-03-05,2016-03-08,1,Single,271.2
907,2018-04-29,2018-05-07,2,Double,2588.02
908,2018-06-13,2018-06-15,3,Family,891.87
909,2019-06-28,2019-07-12,2,Single,2773.94
910,2022-06-09,2022-06-12,2,Double,1084.14
911,2023-11-14,2023-11-26,1,Single,1694.88
912,2016-06-30,2016-07-01,2,Single,196.3
913,2016-12-02,2016-12-16,4,Family,3416.62
914,2021-03-06,2021-03-07,4,Family,534.16
915,2017-10-07,2017-10-09,1,Double,616.55
916,2022-12-29,2023-01-12,1,Double,2879.95
917,2018-05-29,2018-06-08,4,Single,2121.07
918,2017-11-28,2017-12-07,1,Double,2139.6
919,2020-02-18,2020-03-01,4,Single,867.57
920,2019-02-19,2019-02-27,4,Family,2071.08
921,2016-06-14,2016-06-27,4,Single,2174.78
922,2019-11-24,2019-12-05,4,Single,1527.74
923,2016-01-01,2016-01-04,1,Single,203.75
924,2017-03-29,2017-04-01,1,Double,783.17
925,2018-12-05,2018-12-06,3,Family,182.16
926,2022-03-23,2022-04-03,4,Family,3959.3
927,2022-07-10,2022-07-20,3,Family,6489.47
928,2019-07-15,2019-07-22,4,Single,2469.95
929,2023-04-06,2023-04-19,2,Single,3436.56
930,2019-12-09,2019-12-20,2,Double,1885.41
931,2023-12-08,2023-12-13,1,Double,1101.11
932,2015-06-27,2015-07-06,2,Double,2971.2
933,2016-02-07,2016-02-20,4,Family,3535.48
934,2023-07-28,2023-08-11,1,Single,3004.43
935,2023-06-13,2023-06-17,2,Single,1147.1
936,2017-05-31,2017-06-12,4,Single,2693.52
937,2021-06-06,2021-06-09,1,Double,1035.0
938,2018-02-19,2018-03-02,2,Single,1270.45
939,2022-06-29,2022-07-08,2,Single,2299.84
940,2020-05-18,2020-05-25,2,Single,1069.53
941,2020-10-23,2020-10-31,2,Double,2213.29
942,2016-06-28,2016-07-11,2,Single,3643.82
943,2018-07-08,2018-07-16,3,Single,1406.68
944,2020-10-05,2020-10-16,4,Single,1660.8
945,2023-05-26,2023-06-02,2,Double,1947.14
946,2016-03-12,2016-03-23,2,Double,2827.92
947,2016-02-25,2016-03-04,2,Single,1161.47
948,2016-04-10,2016-04-14,2,Double,1040.48
949,2021-05-02,2021-05-07,1,Single,1027.43
950,2015-03-21,2015-03-24,2,Double,669.38
951,2019-04-27,2019-05-09,2,Double,3119.97
952,2017-04-17,2017-04-28,1,Double,3124.47
953,2016-05-07,2016-05-16,4,Family,4168.03
954,2019-05-08,2019-05-16,3,Family,3041.09
955,2015-04-25,2015-05-09,3,Single,1529.26
956,2017-02-22,2017-03-08,4,Single,909.63
957,2021-05-03,2021-05-04,1,Single,260.72
958,2016-05-08,2016-05-16,4,Single,876.82
959,2021-10-07,2021-10-12,3,Single,678.29
960,2018-07-27,2018-07-28,3,Single,283.24
961,2015-05-25,2015-05-30,4,Single,781.63
962,2016-11-27,2016-11-28,2,Single,273.82
963,2019-05-27,2019-06-05,1,Double,1776.92
964,2022-07-07,2022-07-20,4,Single,1992.1
965,2018-03-02,2018-03-15,3,Single,1734.71
966,2016-05-14,2016-05-25,4,Family,5482.91
967,2016-07-14,2016-07-15,3,Single,212.81
968,2019-10-08,2019-10-12,2,Single,1168.02
969,2015-12-14,2015-12-15,2,Single,93.53
970,2016-02-21,2016-02-23,1,Single,168.77
971,2017-03-24,2017-04-03,2,Double,2706.82
972,2022-01-05,2022-01-07,3,Family,852.1
973,2022-11-24,2022-12-05,2,Double,3517.65
974,2023-04-15,2023-04-26,1,Double,2575.95
975,2021-04-03,2021-04-10,2,Single,1049.31
976,2022-11-22,2022-11-24,4,Family,830.37
977,2023-09-21,2023-09-24,1,Single,530.19
978,2018-02-01,2018-02-05,1,Double,558.1
979,2023-12-22,2024-01-01,1,Double,1396.82
980,2021-05-09,2021-05-19,2,Single,1370.14
981,2023-07-23,2023-07-26,2,Single,619.59
982,2016-05-08,2016-05-11,2,Double,727.79
983,2018-06-30,2018-07-05,4,Single,1491.56
984,2015-01-15,2015-01-20,1,Double,700.92
985,2023-04-28,2023-04-29,4,Family,413.48
986,2022-08-20,2022-08-22,4,Single,518.06
987,2019-01-28,2019-02-08,2,Single,933.11
988,2015-09-25,2015-09-28,4,Single,451.55
989,2015-02-09,2015-02-14,4,Single,435.65
990,2022-07-15,2022-07-18,3,Family,1869.79
991,2021-10-20,2021-11-03,4,Family,6110.31
992,2015-02-04,2015-02-17,1,Double,2164.85
993,2023-02-28,2023-03-11,3,Family,2913.55
994,2023-11-25,2023-12-06,2,Double,3497.96
995,2019-12-22,2019-12-28,4,Single,803.78
996,2018-07-28,2018-08-04,3,Family,3374.28
997,2018-04-30,2018-05-14,3,Single,3633.72
998,2020-08-08,2020-08-09,2,Single,149.68
999,2015-02-27,2015-03-08,4,Family,2312.74
1000,2022-01-05,2022-01-09,3,Single,299.81
1001,2017-02-25,2017-03-09,2,Double,2057.35
1002,2019-10-14,2019-10-26,1,Double,2626.53
1003,2021-12-29,2022-01-08,3,Family,2291.82
1004,2015-07-15,2015-07-25,1,Single,1959.3
1005,2018-11-16,2018-11-24,2,Double,1733.14
1006,2015-01-19,2015-01-29,3,Single,650.13
1007,2016-02-15,2016-02-28,4,Family,2944.62
1008,2022-04-20,2022-04-21,4,Single,194.95
1009,2020-08-30,2020-08-31,3,Family,682.76
1010,2016-03-30,2016-04-05,4,Family,3065.89
1011,2015-01-30,2015-02-08,4,Family,2634.43
1012,2016-05-05,2016-05-08,1,Single,281.94
1013,2017-12-10,2017-12-15,3,Single,543.01
1014,2016-12-30,2017-01-12,1,Single,1277.7
1015,2017-02-06,2017-02-19,1,Double,1366.38
1016,2021-08-06,2021-08-13,1,Double,2830.64
1017,2016-04-10,2016-04-11,2,Double,212.14
1018,2018-03-09,2018-03-16,3,Single,891.01
1019,2018-09-23,2018-09-29,1,Single,1013.17
1020,2017-03-05,2017-03-12,2,Single,752.92
1021,2018-04-17,2018-04-30,1,Double,3748.85
1022,2019-12-09,2019-12-13,1,Single,677.98
1023,2016-08-31,2016-09-07,4,Family,3866.41
1024,2016-10-24,2016-10-29,4,Single,598.39
1025,2015-10-12,2015-10-25,2,Single,1330.45
1026,2021-11-26,2021-12-10,2,Double,3622.38
1027,2018-10-21,2018-10-28,1,Single,1173.26
1028,2019-10-28,2019-11-10,2,Single,2340.22
1029,2020-06-08,2020-06-17,1,Double,2958.22
1030,2016-07-31,2016-08-07,4,Single,1284.21
1031,2019-10-25,2019-11-03,1,Double,1884.23
1032,2021-02-07,2021-02-09,2,Double,414.39
1033,2021-10-05,2021-10-06,2,Double,396.66
1034,2021-03-17,2021-03-23,3,Single,999.09
1035,2018-12-27,2018-12-28,3,Single,99.1
1036,2018-02-27,2018-03-11,4,Family,3739.98
1037,2017-02-02,2017-02-13,1,Double,1690.74
1038,2020-12-22,2020-12-25,3,Single,263.12
1039,2019-03-20,2019-04-02,2,Single,2751.56
1040,2016-05-25,2016-05-31,3,Family,2376.64
1041,2022-10-16,2022-10-25,2,Single,1611.16
1042,2022-10-28,2022-11-01,4,Single,1042.4
1043,2015-10-19,2015-10-26,4,Family,2070.92
1044,2021-09-01,2021-09-15,3,Family,5221.56
1045,2023-07-22,2023-07-24,4,Family,1183.25
1046,2018-11-16,2018-11-28,4,Family,4418.15
1047,2019-06-04,2019-06-15,4,Family,7040.03
1048,2018-12-09,2018-12-20,3,Family,2938.29
1049,2023-05-13,2023-05-27,1,Single,1895.21
1050,2015-01-10,2015-01-15,1,Double,887.51
1051,2020-08-30,2020-09-05,1,Single,1302.7
1052,2016-08-27,2016-08-29,3,Family,1275.7
1053,2022-05-23,2022-05-31,1,Double,1812.46
1054,2019-02-25,2019-02-28,2,Double,532.12
1055,2016-04-06,2016-04-14,2,Single,1261.17
1056,2015-03-29,2015-04-09,1,Single,2685.11
1057,2018-07-13,2018-07-15,4,Single,431.03
